CustomerID,TransactionDate,TransactionAmount
CUST10356,2024-06-30,905.97
CUST10746,2025-01-17,528.35
CUST10961,2024-07-20,711.46
CUST10158,2023-11-24,1000.0
CUST10711,2023-10-19,970.52
CUST10579,2024-11-27,757.97
CUST10768,2025-03-12,263.89
CUST10398,2024-10-31,152.49
CUST10862,2023-07-09,1487.39
CUST10502,2022-11-26,551.33
CUST10466,2023-07-28,648.28
CUST10798,2023-03-23,391.83
CUST10859,2025-01-31,1349.14
CUST10702,2023-09-27,2633.5
CUST10912,2024-06-04,242.71
CUST10115,2022-04-20,18.06
CUST10994,2024-12-21,2814.01
CUST10231,2024-06-12,2982.37
CUST10613,2024-09-15,1271.42
CUST10359,2025-04-03,903.8
CUST10063,2022-05-30,185.52
CUST10084,2024-06-15,1459.07
CUST10247,2022-07-22,614.25
CUST10175,2023-06-22,1030.98
CUST10202,2024-05-23,1014.5
CUST10437,2024-03-22,1497.84
CUST10143,2021-03-29,2279.29
CUST10764,2022-11-23,1425.37
CUST10387,2025-02-19,1544.99
CUST10410,2023-04-12,206.36
CUST10601,2024-09-16,1908.66
CUST10360,2024-07-10,423.65
CUST10928,2024-01-17,581.62
CUST10084,2024-09-20,873.17
CUST10038,2024-01-19,977.18
CUST10980,2023-06-30,300.44
CUST10873,2023-01-25,886.67
CUST10560,2025-04-16,1193.25
CUST10466,2022-10-16,466.65
CUST10820,2024-05-05,1132.77
CUST10870,2024-04-30,1449.48
CUST10847,2025-01-09,198.75
CUST10587,2023-01-07,404.12
CUST10362,2024-12-14,384.36
CUST10294,2022-09-24,841.98
CUST10719,2024-12-22,460.53
CUST10381,2025-06-21,1789.17
CUST10761,2020-11-15,1046.32
CUST10801,2022-12-27,1486.97
CUST10336,2023-06-30,1331.3
CUST10994,2024-01-07,800.73
CUST10946,2021-09-09,748.61
CUST10383,2024-03-04,417.37
CUST10903,2022-11-20,1301.97
CUST10957,2025-01-18,1615.41
CUST10011,2021-07-04,688.99
CUST10954,2025-01-28,1823.64
CUST10875,2024-09-22,341.22
CUST10117,2023-12-29,766.28
CUST10396,2023-03-30,2165.19
CUST10308,2023-03-09,494.67
CUST10980,2025-01-11,78.05
CUST10279,2024-02-14,579.23
CUST10059,2024-09-25,1060.1
CUST10685,2024-01-02,764.33
CUST10863,2024-10-28,838.86
CUST10779,2024-01-11,729.41
CUST10523,2024-12-25,725.88
CUST10491,2022-01-16,1670.21
CUST10283,2024-06-20,1579.44
CUST10053,2025-03-16,457.65
CUST10503,2023-11-30,532.43
CUST10325,2023-08-17,575.94
CUST10854,2024-04-28,470.27
CUST10721,2024-04-07,1082.2
CUST10438,2024-08-04,1211.99
CUST10755,2025-06-06,18.6
CUST10466,2025-03-15,1270.56
CUST10595,2023-03-02,1060.67
CUST10905,2024-10-19,1514.38
CUST10575,2021-08-12,594.15
CUST10860,2024-07-29,3115.17
CUST10524,2023-08-10,422.16
CUST10225,2025-07-27,136.11
CUST10174,2025-05-03,1385.12
CUST10523,2023-04-08,182.43
CUST10042,2023-09-03,576.36
CUST10410,2022-01-03,760.68
CUST10262,2022-10-01,725.13
CUST10196,2024-01-21,210.03
CUST10322,2023-08-06,2574.76
CUST10206,2025-03-04,332.44
CUST10758,2021-04-10,1458.61
CUST10114,2022-11-08,810.71
CUST10627,2023-09-14,3073.03
CUST10171,2025-04-14,1093.57
CUST10430,2024-06-28,1909.39
CUST10431,2022-12-21,589.1
CUST10579,2024-12-04,890.4
CUST10258,2023-05-07,404.12
CUST10621,2023-01-22,1160.16
CUST10742,2024-01-29,1768.59
CUST10132,2024-11-28,2564.22
CUST10095,2022-11-23,794.79
CUST10264,2024-01-09,425.32
CUST10245,2024-08-19,1781.05
CUST10719,2025-07-10,1050.09
CUST10984,2022-09-28,80.73
CUST10286,2024-08-15,614.06
CUST10584,2025-01-29,436.92
CUST10895,2023-06-24,560.73
CUST10188,2025-07-29,1080.42
CUST10464,2023-10-25,1882.1
CUST10840,2024-09-09,1780.9
CUST10435,2024-05-12,1814.52
CUST10017,2023-07-31,801.66
CUST10148,2025-06-17,1472.07
CUST10312,2024-10-11,2604.72
CUST10522,2024-05-20,286.38
CUST10141,2024-09-06,2043.92
CUST10145,2024-09-26,395.7
CUST10421,2025-03-25,1660.74
CUST10037,2022-03-02,534.83
CUST10478,2024-07-24,1783.51
CUST10519,2023-02-22,1763.07
CUST10938,2023-12-08,376.31
CUST10767,2023-02-04,491.34
CUST10507,2023-10-17,505.78
CUST10874,2024-11-22,1706.25
CUST10920,2024-11-14,1291.08
CUST10530,2022-11-05,1158.99
CUST10981,2024-12-02,2571.17
CUST10743,2022-05-07,1442.63
CUST10045,2024-07-02,758.99
CUST10396,2024-01-22,591.11
CUST10108,2023-10-08,560.71
CUST10705,2023-11-17,1159.77
CUST10829,2023-09-21,460.44
CUST10750,2022-02-21,429.68
CUST10301,2024-07-11,1349.01
CUST10423,2022-04-28,1870.32
CUST10474,2024-10-14,2488.96
CUST10110,2022-12-22,767.17
CUST10670,2023-07-14,1309.9
CUST10545,2025-06-02,593.21
CUST10437,2024-05-09,1160.43
CUST10831,2025-01-17,1223.46
CUST10887,2023-05-10,62.8
CUST10420,2021-10-19,143.27
CUST10027,2025-06-30,870.75
CUST10880,2025-06-28,677.09
CUST10268,2020-12-18,961.59
CUST10615,2022-04-29,519.81
CUST10063,2025-03-10,892.58
CUST10298,2023-12-03,2474.55
CUST10265,2025-01-03,966.98
CUST10333,2024-10-20,1365.81
CUST10518,2022-11-28,433.53
CUST10029,2024-08-31,955.74
CUST10143,2023-10-24,1771.79
CUST10556,2023-06-29,918.98
CUST10056,2021-12-08,2564.44
CUST10223,2023-06-28,1992.82
CUST10323,2024-11-02,500.82
CUST10759,2025-01-26,2378.61
CUST10099,2024-09-28,413.75
CUST10167,2021-12-09,681.21
CUST10309,2025-01-18,1105.59
CUST10761,2021-11-04,1357.42
CUST10422,2024-02-02,625.39
CUST10532,2022-08-02,588.26
CUST10799,2025-02-24,444.71
CUST10985,2023-07-04,147.32
CUST10146,2022-05-05,1996.86
CUST10081,2023-02-13,288.03
CUST10998,2022-08-25,1671.32
CUST10536,2024-03-16,197.41
CUST10507,2023-12-12,697.85
CUST10932,2023-09-16,2188.13
CUST10996,2025-06-04,1514.38
CUST10533,2025-05-10,746.36
CUST10064,2024-10-12,160.26
CUST10436,2023-09-06,6890.19
CUST10374,2024-12-14,1326.07
CUST10945,2023-12-06,904.56
CUST10643,2025-07-06,570.3
CUST10848,2024-07-18,1322.3
CUST10153,2024-01-14,928.57
CUST10800,2023-06-15,1210.69
CUST10471,2024-10-20,1097.62
CUST10415,2024-10-26,741.11
CUST10626,2023-12-29,720.47
CUST10335,2024-06-28,1765.2
CUST10697,2021-08-05,301.44
CUST10288,2025-01-01,790.57
CUST10510,2024-04-30,1830.34
CUST10997,2024-04-30,815.69
CUST10568,2022-01-13,928.15
CUST10079,2023-07-10,504.94
CUST10542,2023-05-27,649.3
CUST10138,2024-03-10,1208.57
CUST10018,2023-08-31,2497.1
CUST10647,2022-02-19,1337.57
CUST10090,2024-05-11,1645.93
CUST10904,2022-09-15,314.89
CUST10990,2022-08-05,1195.56
CUST10210,2025-02-04,201.18
CUST10623,2023-08-03,542.49
CUST10609,2025-04-21,230.98
CUST10880,2022-12-18,2188.84
CUST10713,2021-06-04,1449.9
CUST10372,2022-03-14,473.62
CUST10491,2024-02-29,1900.71
CUST10527,2025-01-17,321.49
CUST10151,2022-05-06,1113.71
CUST10787,2024-03-11,123.41
CUST10876,2025-06-20,1545.88
CUST10178,2024-11-28,961.99
CUST10928,2025-05-01,1411.16
CUST10719,2024-12-22,189.36
CUST10135,2023-10-17,808.3
CUST10434,2022-05-02,694.22
CUST10777,2023-05-09,506.01
CUST10046,2025-07-15,1208.04
CUST10076,2023-07-01,1644.51
CUST10364,2024-11-24,1733.72
CUST10653,2023-09-29,326.43
CUST10758,2022-10-22,1401.7
CUST10712,2023-10-28,546.08
CUST10818,2024-07-08,730.42
CUST10319,2025-02-04,2320.07
CUST10701,2024-10-06,1880.04
CUST10257,2023-08-10,1731.32
CUST10740,2025-02-04,859.67
CUST10369,2022-12-15,766.49
CUST10378,2024-03-23,18.17
CUST10954,2025-02-06,1365.1
CUST10317,2024-04-16,560.97
CUST10416,2024-05-10,323.03
CUST10408,2023-06-02,1054.9
CUST10487,2024-04-02,1127.2
CUST10448,2020-12-30,1520.73
CUST10377,2023-06-05,1056.03
CUST10333,2023-01-03,820.98
CUST10906,2024-07-13,1117.45
CUST10638,2022-03-28,341.58
CUST10717,2025-04-18,2788.32
CUST10422,2023-11-26,219.14
CUST10155,2024-09-02,1418.49
CUST10818,2021-07-18,927.28
CUST10135,2024-07-29,366.8
CUST10717,2024-12-09,721.04
CUST10489,2025-03-19,671.83
CUST10256,2023-11-12,751.19
CUST10652,2024-10-30,279.8
CUST10920,2023-06-06,570.31
CUST10710,2025-01-09,795.6
CUST10258,2022-10-26,2162.22
CUST10437,2021-04-03,230.73
CUST10983,2023-08-19,1988.58
CUST10591,2024-01-06,506.42
CUST10482,2024-11-05,55.31
CUST10619,2025-06-03,1033.46
CUST10049,2023-04-04,2222.64
CUST10301,2022-10-13,1051.57
CUST10543,2025-03-04,714.67
CUST10824,2025-04-24,1606.77
CUST10505,2025-06-23,548.52
CUST10352,2024-09-06,844.98
CUST10506,2022-04-16,905.03
CUST10134,2023-10-07,852.47
CUST10457,2024-08-04,1625.56
CUST10148,2023-04-19,1395.22
CUST10909,2024-05-01,611.58
CUST10663,2025-03-07,334.93
CUST10712,2024-07-19,269.87
CUST10485,2024-10-16,178.21
CUST10977,2025-03-22,497.22
CUST10865,2024-05-25,1225.37
CUST10154,2024-09-05,835.92
CUST10897,2022-12-21,2270.69
CUST10238,2024-08-25,833.09
CUST10341,2023-04-05,1978.24
CUST10798,2023-05-11,580.87
CUST10071,2023-09-28,357.89
CUST10699,2023-09-28,456.35
CUST10566,2025-01-25,2274.06
CUST10576,2024-09-24,290.03
CUST10601,2025-07-11,309.07
CUST10373,2025-05-25,2483.07
CUST10174,2025-01-31,1197.3
CUST10811,2024-03-03,996.11
CUST10430,2024-05-20,616.82
CUST10640,2025-02-20,1613.78
CUST10419,2024-03-19,896.68
CUST10311,2025-02-20,393.33
CUST10276,2024-09-06,364.08
CUST10226,2023-02-14,1351.89
CUST10631,2024-07-06,303.69
CUST10010,2022-08-16,622.3
CUST10876,2025-01-05,1203.98
CUST10671,2025-04-03,413.75
CUST10491,2021-09-15,865.41
CUST10366,2025-06-24,504.74
CUST10082,2024-10-21,1522.42
CUST10851,2025-06-04,1139.61
CUST10269,2022-07-30,865.42
CUST10497,2025-07-27,1773.33
CUST10736,2022-05-31,456.97
CUST10402,2020-12-17,1477.26
CUST10470,2023-10-25,1445.47
CUST10837,2023-09-28,775.08
CUST10046,2025-04-23,689.02
CUST10437,2021-07-20,434.54
CUST10259,2024-06-06,2690.77
CUST10499,2023-09-07,517.29
CUST10542,2023-01-03,318.68
CUST10153,2023-06-24,3524.16
CUST10329,2024-01-20,1002.0
CUST10151,2022-05-18,640.08
CUST10210,2022-09-16,813.54
CUST10753,2023-05-05,756.94
CUST10390,2025-03-24,466.58
CUST10124,2023-03-31,316.61
CUST10113,2022-08-15,784.81
CUST10803,2024-03-14,821.88
CUST10908,2025-03-16,502.87
CUST10914,2021-09-15,931.71
CUST10329,2024-01-23,1259.61
CUST10147,2024-04-23,739.91
CUST10480,2024-06-11,1574.98
CUST10643,2023-03-10,581.27
CUST10533,2024-08-29,958.92
CUST10818,2023-10-27,2219.88
CUST10459,2023-01-20,1349.8
CUST10886,2024-08-27,1289.25
CUST10943,2025-06-16,3363.88
CUST10538,2023-10-13,702.31
CUST10158,2024-07-05,1681.65
CUST10963,2021-02-19,1220.02
CUST10505,2023-09-13,561.73
CUST10862,2023-01-09,1347.28
CUST10159,2023-03-12,3589.95
CUST10871,2023-12-26,1296.45
CUST10062,2024-09-13,627.75
CUST10193,2024-12-12,1191.79
CUST10721,2023-01-28,218.19
CUST10408,2025-03-14,1016.83
CUST10342,2023-04-18,676.26
CUST10659,2024-08-30,1722.25
CUST10758,2024-05-13,144.92
CUST10264,2024-07-08,866.24
CUST10499,2022-09-01,1327.55
CUST10296,2021-10-08,944.21
CUST10037,2021-06-13,1443.33
CUST10446,2025-03-02,896.17
CUST10082,2025-06-20,886.55
CUST10219,2024-06-17,570.42
CUST10027,2024-08-27,2490.16
CUST10971,2025-05-08,1118.02
CUST10589,2024-12-26,715.44
CUST10327,2024-11-06,179.19
CUST10414,2023-12-02,1265.28
CUST10831,2025-02-25,1194.89
CUST10298,2024-10-02,193.09
CUST10252,2022-02-20,1294.29
CUST10307,2022-03-11,1412.56
CUST10846,2022-06-24,2794.13
CUST10442,2023-08-12,500.18
CUST10358,2025-01-05,1830.17
CUST10885,2023-09-08,1732.37
CUST10452,2023-04-03,1422.22
CUST10912,2024-02-07,1372.65
CUST10332,2023-09-14,603.64
CUST10843,2021-08-03,282.71
CUST10697,2024-11-21,2078.93
CUST10763,2023-03-15,1285.84
CUST10284,2022-01-02,661.81
CUST10123,2021-08-20,388.11
CUST10691,2023-04-21,2392.64
CUST10380,2023-06-13,1521.71
CUST10034,2024-07-18,695.36
CUST10841,2024-07-28,176.46
CUST10295,2024-07-02,1590.58
CUST10208,2023-09-07,1609.08
CUST10742,2024-01-13,1731.34
CUST10601,2024-08-15,705.14
CUST10111,2025-03-07,927.09
CUST10617,2023-05-19,211.94
CUST10834,2022-05-07,1894.81
CUST10750,2023-06-06,294.81
CUST10264,2022-10-29,716.29
CUST10017,2023-01-22,993.21
CUST10264,2021-12-16,358.8
CUST10981,2024-11-19,588.78
CUST10987,2022-09-19,1157.56
CUST10342,2021-05-14,1791.23
CUST10113,2024-04-21,646.33
CUST10408,2024-03-19,245.69
CUST10921,2023-12-27,882.23
CUST10471,2024-08-12,1055.93
CUST10301,2023-01-06,380.64
CUST10559,2021-01-31,400.22
CUST10286,2025-07-21,25.34
CUST10381,2024-11-28,587.27
CUST10147,2024-01-06,1266.87
CUST10504,2024-06-23,349.74
CUST10059,2021-12-01,720.66
CUST10106,2024-11-15,698.65
CUST10387,2023-12-14,535.84
CUST10909,2024-03-16,597.13
CUST10455,2022-04-19,1107.84
CUST10941,2023-08-14,1388.29
CUST10320,2023-01-13,58.28
CUST10911,2022-06-17,789.19
CUST10007,2023-01-14,738.28
CUST10912,2024-09-15,189.0
CUST10948,2025-06-07,387.9
CUST10862,2024-11-25,1250.98
CUST10477,2023-06-23,2243.37
CUST10644,2024-08-02,214.53
CUST10240,2025-04-01,1797.04
CUST10139,2023-01-23,2308.87
CUST10321,2024-12-25,689.1
CUST10153,2025-04-01,102.97
CUST10208,2025-07-22,282.01
CUST10496,2024-12-07,693.45
CUST10886,2024-01-06,554.87
CUST10175,2023-11-21,856.92
CUST10926,2025-05-27,2950.5
CUST10288,2025-01-07,1109.51
CUST10352,2024-01-14,624.65
CUST10224,2024-10-16,1847.42
CUST10663,2023-03-10,484.22
CUST10787,2024-05-17,3828.45
CUST10716,2025-06-26,568.21
CUST10684,2025-04-24,69.48
CUST10908,2025-01-23,1285.68
CUST10212,2024-07-26,181.12
CUST10629,2024-02-25,180.61
CUST10970,2025-04-07,2344.42
CUST10062,2025-02-08,378.67
CUST10618,2023-05-16,97.96
CUST10465,2023-03-07,508.06
CUST10812,2024-03-12,1512.95
CUST10282,2023-11-07,2396.44
CUST10687,2023-05-01,1127.68
CUST10693,2023-04-17,963.06
CUST10474,2024-04-20,679.41
CUST10472,2025-06-15,745.65
CUST10481,2024-10-31,474.94
CUST10373,2021-10-04,1011.97
CUST10437,2021-10-24,687.42
CUST10433,2024-11-21,394.04
CUST10069,2022-07-31,2298.7
CUST10996,2024-10-01,3489.81
CUST10964,2022-09-07,1845.44
CUST10230,2024-03-12,1785.4
CUST10352,2022-10-29,1307.27
CUST10963,2022-07-20,942.91
CUST10056,2024-05-17,2392.96
CUST10332,2024-04-20,599.96
CUST10106,2024-09-12,710.82
CUST10684,2024-03-28,838.11
CUST10392,2024-08-15,2088.7
CUST10558,2023-01-15,988.04
CUST10732,2024-11-08,718.69
CUST10710,2025-01-04,624.42
CUST10511,2025-01-09,1823.61
CUST10338,2024-07-15,1077.27
CUST10145,2025-04-22,750.1
CUST10927,2024-04-19,2885.85
CUST10207,2024-01-12,1083.82
CUST10070,2024-02-11,703.63
CUST10818,2022-12-14,132.54
CUST10274,2023-12-11,647.6
CUST10508,2024-02-09,453.63
CUST10905,2024-07-21,1797.48
CUST10498,2024-11-30,1166.75
CUST10479,2024-04-27,707.12
CUST10326,2022-05-09,54.98
CUST10476,2024-10-04,1062.79
CUST10556,2023-06-18,462.02
CUST10082,2024-09-21,1809.83
CUST10504,2024-10-10,1477.53
CUST10611,2024-11-15,1024.56
CUST10286,2024-08-24,683.84
CUST10745,2025-07-27,757.71
CUST10559,2023-02-10,676.2
CUST10858,2024-06-20,130.06
CUST10660,2024-01-11,719.06
CUST10116,2025-02-10,1035.48
CUST10724,2022-05-09,581.35
CUST10585,2024-11-08,675.84
CUST10827,2023-11-13,1524.0
CUST10835,2024-11-15,1203.71
CUST10134,2025-01-27,672.59
CUST10913,2024-12-19,266.67
CUST10426,2022-10-11,1248.13
CUST10095,2022-06-13,404.92
CUST10760,2023-11-07,763.88
CUST10148,2024-05-15,1354.72
CUST10935,2023-05-19,2567.44
CUST10927,2024-12-03,624.32
CUST10834,2021-05-24,898.85
CUST10391,2025-02-04,409.97
CUST10098,2025-04-03,445.39
CUST10433,2024-12-06,495.26
CUST10941,2025-01-07,824.77
CUST10750,2023-02-04,327.08
CUST10570,2024-04-04,367.67
CUST10223,2023-12-14,810.07
CUST10969,2023-12-31,2760.95
CUST10150,2025-04-23,457.52
CUST10003,2025-04-22,597.07
CUST10573,2023-03-16,344.09
CUST10695,2021-12-22,358.28
CUST10632,2024-12-02,240.32
CUST10115,2021-12-18,686.79
CUST10957,2024-08-06,899.83
CUST10849,2022-09-24,1058.43
CUST10103,2022-07-26,1090.57
CUST10083,2023-10-03,347.41
CUST10660,2024-11-29,825.78
CUST10338,2024-04-17,453.7
CUST10127,2022-12-28,481.81
CUST10693,2023-09-25,204.3
CUST10596,2025-05-05,531.57
CUST10572,2025-01-04,1322.08
CUST10658,2023-04-16,957.58
CUST10383,2025-01-14,778.78
CUST10426,2023-02-06,3261.12
CUST10699,2023-02-01,526.93
CUST10404,2025-05-16,1257.14
CUST10076,2025-07-13,2801.34
CUST10423,2024-03-13,585.1
CUST10879,2024-08-21,503.87
CUST10842,2025-06-29,1014.06
CUST10868,2024-08-04,508.94
CUST10870,2024-02-05,1536.52
CUST10662,2025-03-15,915.45
CUST10461,2024-07-22,1056.65
CUST10307,2025-06-10,1016.26
CUST10761,2021-08-14,765.0
CUST10797,2024-06-01,1596.85
CUST10446,2024-06-08,1762.74
CUST10955,2023-08-01,1821.38
CUST10451,2024-08-13,2000.55
CUST10407,2023-12-19,848.5
CUST10637,2025-01-15,1222.69
CUST10557,2025-07-13,177.24
CUST10622,2025-05-09,975.19
CUST10136,2024-09-16,446.06
CUST10468,2022-06-06,2720.3
CUST10618,2022-07-04,1433.71
CUST10489,2025-03-11,253.32
CUST10396,2023-11-18,2562.18
CUST10882,2024-02-22,331.77
CUST10108,2022-05-16,1256.18
CUST10340,2023-09-21,2230.61
CUST10284,2022-09-15,512.95
CUST10641,2021-12-01,2220.53
CUST10850,2022-03-09,2443.9
CUST10144,2025-01-28,831.46
CUST10271,2022-07-05,794.81
CUST10674,2021-09-05,1064.63
CUST10044,2023-01-09,658.38
CUST10096,2021-12-28,865.98
CUST10799,2025-02-28,983.19
CUST10977,2024-09-08,647.4
CUST10170,2024-08-14,900.38
CUST10749,2023-05-23,2381.92
CUST10674,2024-11-12,1824.89
CUST10036,2024-10-11,1549.02
CUST10004,2023-08-29,1184.93
CUST10902,2024-11-13,113.67
CUST10334,2023-03-14,854.56
CUST10346,2023-05-19,250.77
CUST10042,2024-12-03,1343.07
CUST10165,2022-03-24,813.93
CUST10431,2024-01-03,1140.41
CUST10449,2025-04-29,622.63
CUST10633,2023-05-24,1067.38
CUST10017,2022-09-10,89.42
CUST10441,2021-01-12,599.6
CUST10562,2020-09-13,197.33
CUST10579,2025-06-17,352.01
CUST10411,2024-04-01,1892.41
CUST10125,2024-10-15,259.53
CUST10893,2023-03-30,2178.44
CUST10695,2023-12-08,933.52
CUST10404,2024-06-23,1268.37
CUST10058,2022-04-22,1492.01
CUST10028,2022-02-17,1490.01
CUST10139,2023-11-09,1339.7
CUST10245,2025-04-25,241.13
CUST10989,2023-04-30,2095.98
CUST10895,2021-09-12,508.13
CUST10517,2025-03-06,1055.81
CUST10497,2025-01-29,587.15
CUST10664,2025-05-30,1047.87
CUST10399,2024-01-22,878.02
CUST10966,2022-09-08,1655.46
CUST10321,2025-03-26,489.93
CUST10131,2025-07-25,1424.01
CUST10295,2024-11-04,787.16
CUST10626,2024-01-18,855.52
CUST10142,2023-07-01,838.74
CUST10582,2025-01-20,639.71
CUST10579,2024-07-18,4314.81
CUST10875,2025-01-05,418.04
CUST10143,2025-04-16,453.89
CUST10567,2024-01-16,2467.33
CUST10144,2024-08-30,996.1
CUST10777,2025-02-17,241.32
CUST10149,2024-06-13,550.11
CUST10602,2023-01-18,490.77
CUST10242,2024-08-27,1437.7
CUST10743,2025-06-29,886.42
CUST10915,2024-06-15,1576.88
CUST10874,2024-08-25,820.93
CUST10203,2025-02-11,1019.6
CUST10947,2023-05-15,1216.75
CUST10031,2024-08-18,871.58
CUST10852,2022-02-16,2402.13
CUST10972,2024-04-17,237.15
CUST10217,2023-02-09,1205.52
CUST10501,2025-02-26,760.33
CUST10572,2025-05-06,72.02
CUST10993,2025-01-30,1124.35
CUST10468,2023-08-29,447.35
CUST10806,2025-03-17,2882.67
CUST10372,2021-09-06,286.29
CUST10480,2025-06-08,2253.81
CUST10648,2024-02-18,306.47
CUST10438,2024-07-26,1995.96
CUST10543,2024-09-22,1401.75
CUST10000,2022-10-03,961.52
CUST10430,2024-12-31,1899.35
CUST10916,2022-08-07,653.79
CUST10244,2025-07-24,1006.31
CUST10727,2023-02-28,588.01
CUST10388,2024-10-27,2165.5
CUST10848,2025-01-23,1073.92
CUST10878,2025-07-29,755.12
CUST10273,2024-07-07,426.13
CUST10633,2024-09-17,338.17
CUST10958,2024-11-26,70.76
CUST10964,2023-04-11,495.83
CUST10027,2024-09-23,3134.68
CUST10787,2023-06-23,1601.14
CUST10538,2024-10-10,1439.94
CUST10873,2023-06-08,262.68
CUST10331,2024-10-11,520.72
CUST10111,2024-07-30,1058.16
CUST10826,2024-08-08,1022.88
CUST10525,2021-05-26,728.3
CUST10878,2023-05-03,627.7
CUST10842,2024-06-21,997.36
CUST10846,2021-12-16,182.84
CUST10795,2024-06-13,1202.76
CUST10853,2025-05-13,3077.99
CUST10838,2024-09-06,1060.88
CUST10251,2025-03-23,384.69
CUST10438,2024-10-01,3139.18
CUST10263,2024-02-18,375.85
CUST10132,2025-05-30,1267.88
CUST10904,2022-05-14,959.31
CUST10533,2024-07-01,717.71
CUST10479,2025-05-09,2103.8
CUST10581,2025-01-22,926.23
CUST10887,2023-11-29,272.69
CUST10780,2023-05-04,399.59
CUST10560,2024-10-13,2963.69
CUST10376,2024-12-17,602.81
CUST10257,2025-03-17,324.97
CUST10918,2023-04-25,1215.22
